split,legacy_rich_valid_smiles_only_best_model,legacy_rich_valid_smiles_only_spearman,legacy_rich_valid_smiles_only_rmse,legacy_rich_all_drugs_zero_smiles_best_model,legacy_rich_all_drugs_zero_smiles_spearman,legacy_rich_all_drugs_zero_smiles_rmse,colonstyle_compact_baseline_best_model,colonstyle_compact_baseline_spearman,colonstyle_compact_baseline_rmse,valid_minus_zero_delta
drug_group_4fold,weighted_top3_ensemble,0.5720137024018701,2.2716234448305377,weighted_top3_ensemble,0.525277639843397,2.126406260404994,randomforest,0.5064274807764436,2.2242673589220483,0.04673606255847307
random_4fold,lightgbm,0.9056052738008735,1.0496729000674092,lightgbm,0.8207068930804547,1.286690211023017,lightgbm,0.7929886473825691,1.3875966047043662,0.08489838072041878
scaffold_group_4fold,weighted_top3_ensemble,0.5765309659221564,2.433402799459581,weighted_top3_ensemble,0.5068916112934089,2.162726254837407,extratrees,0.46533888696114173,2.3282067201340277,0.06963935462874749
